Period,value,MAGNTUDE,Group,Region,Industry
2005,29.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2006,26.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2007,24.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2008,26.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2009,32.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2010,28.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2011,28.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2012,34.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2013,32.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2014,33.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2015,37.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2016,42.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2017,49.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2018,54.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2019,56.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2020,60.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2021,78.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2022,88.0,6,"Gross domestic product, by region and industry",Gisborne,Wholesale Trade
2000,49.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2001,50.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2002,55.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2003,60.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2004,65.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2005,67.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2006,69.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2007,81.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2008,76.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2009,68.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2010,69.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2011,74.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2012,76.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2013,82.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2014,88.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2015,89.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2016,88.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2017,98.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2018,101.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2019,107.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2020,117.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2021,130.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2022,134.0,6,"Gross domestic product, by region and industry",Gisborne,Retail Trade
2000,6.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2001,6.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2002,7.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2003,6.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2004,7.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2005,8.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2006,8.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2007,9.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2008,9.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2009,8.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2010,7.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2011,9.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2012,8.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2013,7.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2014,6.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2015,4.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2016,4.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2017,6.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2018,6.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2019,9.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2020,13.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2021,13.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2022,15.0,6,"Gross domestic product, by region and industry",Gisborne,Accommodation
2000,11.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2001,12.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2002,13.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2003,12.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2004,14.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2005,15.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2006,17.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2007,17.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2008,19.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2009,18.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2010,20.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2011,24.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2012,20.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2013,21.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2014,21.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2015,26.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2016,22.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2017,26.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2018,27.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2019,28.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2020,30.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2021,29.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2022,33.0,6,"Gross domestic product, by region and industry",Gisborne,Food and beverage services
2000,57.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2001,51.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2002,63.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2003,67.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2004,65.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2005,66.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2006,66.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2007,64.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2008,66.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2009,60.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2010,73.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2011,58.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2012,58.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2013,61.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2014,63.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2015,73.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2016,81.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2017,75.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2018,83.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2019,90.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2020,94.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2021,125.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2022,108.0,6,"Gross domestic product, by region and industry",Gisborne,"Transport, Postal and Warehousing"
2000,38.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2001,37.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2002,41.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2003,43.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2004,46.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2005,48.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2006,49.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2007,56.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2008,60.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2009,72.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2010,73.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2011,59.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2012,54.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2013,57.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2014,57.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2015,62.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2016,66.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
2017,68.0,6,"Gross domestic product, by region and industry",Gisborne,"Information Media, Telecommunications and Other Services"
